2944140,ADH,17619,Antidiuretic hormone
6434791,ADH,17619,Antidiuretic hormone
7205662,ADH,17619,Antidiuretic hormone
6306052,ADH,17619,Antidiuretic hormone
11571936,ADH,17619,Antidiuretic hormone
7711446,ADH,17619,Antidiuretic hormone
7111663,ADH,17619,Antidiuretic hormone
8170349,ADH,17619,Antidiuretic hormone
2412806,ADH,17619,Antidiuretic hormone
6498676,ADH,17619,Antidiuretic hormone
1451573,ADH,17619,Antidiuretic hormone
2850158,ADH,17619,Antidiuretic hormone
2116072,ADH,17619,Antidiuretic hormone
1439116,ADH,17619,Antidiuretic hormone
7263837,ADH,17619,Antidiuretic hormone
4027571,ADH,17619,Antidiuretic hormone
2894873,ADH,17619,Antidiuretic hormone
6335414,ADH,17619,Antidiuretic hormone
9871489,ADH,17619,Antidiuretic hormone
2964643,ADH,17619,Antidiuretic hormone
17571056,ADH,17619,Antidiuretic hormone
3920247,ADH,17619,Antidiuretic hormone
2727094,ADH,17619,Antidiuretic hormone
3922622,ADH,17619,Antidiuretic hormone
6316581,ADH,17619,Antidiuretic hormone
12665254,ADH,17619,Antidiuretic hormone
15772501,ADH,17619,Antidiuretic hormone
6735146,ADH,17619,Antidiuretic hormone
7007402,ADH,17619,Antidiuretic hormone
1797318,ADH,17619,Antidiuretic hormone
3700653,ADH,17619,Antidiuretic hormone
8054883,ADH,17619,Antidiuretic hormone
6329898,ADH,17619,Antidiuretic hormone
1534149,ADH,17619,Antidiuretic hormone
1832462,ADH,17619,Antidiuretic hormone
17021585,ADH,17619,Antidiuretic hormone
2412453,ADH,17619,Antidiuretic hormone
6799525,ADH,17619,Antidiuretic hormone
4025556,ADH,17619,Antidiuretic hormone
6467834,ADH,17619,Antidiuretic hormone
3020336,ADH,17619,Antidiuretic hormone
2500029,ADH,17619,Antidiuretic hormone
1410435,ADH,17619,Antidiuretic hormone
19013301,ADH,17728,Alcohol dehydrogenase
20041794,ADH,17728,Alcohol dehydrogenase
18929533,ADH,17728,Alcohol dehydrogenase
19184326,ADH,17728,Alcohol dehydrogenase
19902949,ADH,17728,Alcohol dehydrogenase
19687126,ADH,17728,Alcohol dehydrogenase
19497388,ADH,17728,Alcohol dehydrogenase
19932956,ADH,17728,Alcohol dehydrogenase
19578994,ADH,17728,Alcohol dehydrogenase
19332052,ADH,17728,Alcohol dehydrogenase
18817191,ADH,17728,Alcohol dehydrogenase
20148520,ADH,17728,Alcohol dehydrogenase
19382905,ADH,17728,Alcohol dehydrogenase
19954758,ADH,17728,Alcohol dehydrogenase
19437773,ADH,17728,Alcohol dehydrogenase
19014920,ADH,17728,Alcohol dehydrogenase
18942333,ADH,17728,Alcohol dehydrogenase
20336794,ADH,17728,Alcohol dehydrogenase
19426664,ADH,17728,Alcohol dehydrogenase
18947901,ADH,17728,Alcohol dehydrogenase
19824993,ADH,17728,Alcohol dehydrogenase
20078057,ADH,17728,Alcohol dehydrogenase
19861527,ADH,17728,Alcohol dehydrogenase
18780749,ADH,17728,Alcohol dehydrogenase
20026516,ADH,17728,Alcohol dehydrogenase
19011745,ADH,17728,Alcohol dehydrogenase
20116195,ADH,17728,Alcohol dehydrogenase
19345571,ADH,17728,Alcohol dehydrogenase
18853207,ADH,17728,Alcohol dehydrogenase
19966063,ADH,17728,Alcohol dehydrogenase
19200331,ADH,17728,Alcohol dehydrogenase
18951774,ADH,17728,Alcohol dehydrogenase
18828806,ADH,17728,Alcohol dehydrogenase
19403456,ADH,17728,Alcohol dehydrogenase
19586851,ADH,17728,Alcohol dehydrogenase
19233665,ADH,17728,Alcohol dehydrogenase
19218278,ADH,17728,Alcohol dehydrogenase
19351582,ADH,17728,Alcohol dehydrogenase
19139244,ADH,17728,Alcohol dehydrogenase
19166918,ADH,17728,Alcohol dehydrogenase
19550411,ADH,17728,Alcohol dehydrogenase
19110411,ADH,17728,Alcohol dehydrogenase
19205389,ADH,17728,Alcohol dehydrogenase
18850316,ADH,17728,Alcohol dehydrogenase
19058034,ADH,17728,Alcohol dehydrogenase
19034537,ADH,17728,Alcohol dehydrogenase
19160843,ADH,17728,Alcohol dehydrogenase
18782342,ADH,17728,Alcohol dehydrogenase
18850096,ADH,17728,Alcohol dehydrogenase
19924753,ADH,17728,Alcohol dehydrogenase
18839904,ADH,17728,Alcohol dehydrogenase
19963209,ADH,17728,Alcohol dehydrogenase
19185835,ADH,17728,Alcohol dehydrogenase
18836025,ADH,17728,Alcohol dehydrogenase
19120802,ADH,17728,Alcohol dehydrogenase
19565194,ADH,17728,Alcohol dehydrogenase
19183134,ADH,17728,Alcohol dehydrogenase
20193044,ADH,17728,Alcohol dehydrogenase
19198751,ADH,17728,Alcohol dehydrogenase
19811926,ADH,17728,Alcohol dehydrogenase
19557362,ADH,17728,Alcohol dehydrogenase
19609521,ADH,17728,Alcohol dehydrogenase
20090911,ADH,17728,Alcohol dehydrogenase
18793820,ADH,17728,Alcohol dehydrogenase
19164089,ADH,17728,Alcohol dehydrogenase
18845238,ADH,17728,Alcohol dehydrogenase
19618839,ADH,17728,Alcohol dehydrogenase
19834749,ADH,17728,Alcohol dehydrogenase
19943882,ADP,17505,Adenosine diphosphate
19928949,ADP,17505,Adenosine diphosphate
20108211,ADP,17505,Adenosine diphosphate
20063989,ADP,17505,Adenosine diphosphate
20181853,ADP,17505,Adenosine diphosphate
